11:00:00,0.000000E+00,2.549791E+03,0.000000E+00,2.500226E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399200E+01,4.845252E+01,0.000000E+00,5.371652E+03,0.000000E+00,5.267864E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399080E+01,4.851654E+01,0.000000E+00,2.040649E+03,0.000000E+00,2.001315E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399033E+01,4.878042E+01,0.000000E+00,2.660185E+03,0.000000E+00,2.608476E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399199E+01,4.835587E+01,0.000000E+00,5.262319E+03,0.000000E+00,5.160689E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399071E+01,4.864594E+01,0.000000E+00,5.036731E+03,0.000000E+00,4.938978E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399168E+01,4.859350E+01
12:00:00,0.000000E+00,2.521830E+03,0.000000E+00,2.472572E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399295E+01,4.830972E+01,0.000000E+00,5.200623E+03,0.000000E+00,5.099633E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399179E+01,4.843228E+01,0.000000E+00,2.007164E+03,0.000000E+00,1.968288E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399128E+01,4.865991E+01,0.000000E+00,2.648374E+03,0.000000E+00,2.596650E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399293E+01,4.820081E+01,0.000000E+00,5.204958E+03,0.000000E+00,5.103956E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399165E+01,4.850961E+01,0.000000E+00,4.947592E+03,0.000000E+00,4.851097E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399265E+01,4.846563E+01
13:00:00,0.000000E+00,2.578523E+03,0.000000E+00,2.528048E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399339E+01,4.837980E+01,0.000000E+00,5.284514E+03,0.000000E+00,5.181684E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399220E+01,4.856809E+01,0.000000E+00,2.039325E+03,0.000000E+00,1.999756E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399163E+01,4.875541E+01,0.000000E+00,2.744116E+03,0.000000E+00,2.690405E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399336E+01,4.825254E+01,0.000000E+00,5.376654E+03,0.000000E+00,5.272122E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399203E+01,4.858553E+01,0.000000E+00,5.091202E+03,0.000000E+00,4.991697E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399307E+01,4.855686E+01
14:00:00,0.000000E+00,2.758227E+03,0.000000E+00,2.704198E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399352E+01,4.838639E+01,0.000000E+00,5.576169E+03,0.000000E+00,5.467595E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399233E+01,4.861251E+01,0.000000E+00,2.155261E+03,0.000000E+00,2.113405E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399181E+01,4.878678E+01,0.000000E+00,2.962114E+03,0.000000E+00,2.904097E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399350E+01,4.822760E+01,0.000000E+00,5.772711E+03,0.000000E+00,5.660397E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399217E+01,4.857586E+01,0.000000E+00,5.506187E+03,0.000000E+00,5.398525E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399316E+01,4.856184E+01
15:00:00,0.000000E+00,3.152127E+03,0.000000E+00,3.090495E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399316E+01,4.824199E+01,0.000000E+00,6.272839E+03,0.000000E+00,6.151005E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399183E+01,4.849336E+01,0.000000E+00,2.444383E+03,0.000000E+00,2.397034E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399130E+01,4.866250E+01,0.000000E+00,3.360728E+03,0.000000E+00,3.295016E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399316E+01,4.806036E+01,0.000000E+00,6.519566E+03,0.000000E+00,6.393022E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399170E+01,4.840800E+01,0.000000E+00,6.307795E+03,0.000000E+00,6.184739E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399271E+01,4.838561E+01
16:00:00,0.000000E+00,3.394847E+03,0.000000E+00,3.328260E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399379E+01,4.793795E+01,0.000000E+00,6.668303E+03,0.000000E+00,6.538218E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399270E+01,4.820486E+01,0.000000E+00,2.618961E+03,0.000000E+00,2.567978E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399228E+01,4.834644E+01,0.000000E+00,3.582039E+03,0.000000E+00,3.511768E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399382E+01,4.777721E+01,0.000000E+00,6.923295E+03,0.000000E+00,6.788281E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399263E+01,4.810272E+01,0.000000E+00,6.778134E+03,0.000000E+00,6.645418E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399343E+01,4.805084E+01
17:00:00,0.000000E+00,3.258623E+03,0.000000E+00,3.194480E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399450E+01,4.770455E+01,0.000000E+00,6.390783E+03,0.000000E+00,6.265554E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399359E+01,4.797907E+01,0.000000E+00,2.515804E+03,0.000000E+00,2.466589E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399325E+01,4.808527E+01,0.000000E+00,3.403949E+03,0.000000E+00,3.336927E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399455E+01,4.758318E+01,0.000000E+00,6.587382E+03,0.000000E+00,6.458304E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399359E+01,4.788518E+01,0.000000E+00,6.484498E+03,0.000000E+00,6.357014E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399425E+01,4.780588E+01
18:00:00,0.000000E+00,2.689087E+03,0.000000E+00,2.635946E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399529E+01,4.771573E+01,0.000000E+00,5.356134E+03,0.000000E+00,5.250705E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399449E+01,4.799510E+01,0.000000E+00,2.102123E+03,0.000000E+00,2.060796E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399425E+01,4.808548E+01,0.000000E+00,2.782008E+03,0.000000E+00,2.727020E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399533E+01,4.762103E+01,0.000000E+00,5.443898E+03,0.000000E+00,5.336721E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399453E+01,4.791801E+01,0.000000E+00,5.333632E+03,0.000000E+00,5.228321E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399511E+01,4.782260E+01
19:00:00,0.000000E+00,2.231186E+03,0.000000E+00,2.186948E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399595E+01,4.806581E+01,0.000000E+00,4.682690E+03,0.000000E+00,4.590189E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399521E+01,4.834775E+01,0.000000E+00,1.842757E+03,0.000000E+00,1.806387E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399503E+01,4.845068E+01,0.000000E+00,2.282168E+03,0.000000E+00,2.236915E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399597E+01,4.798153E+01,0.000000E+00,4.677633E+03,0.000000E+00,4.585202E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399527E+01,4.829408E+01,0.000000E+00,4.465105E+03,0.000000E+00,4.376632E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.399582E+01,4.819375E+01
20:00:00,0.000000E+00,1.203674E+03,0.000000E+00,9.917337E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.559711E+01,4.545418E+01,0.000000E+00,2.784078E+03,0.000000E+00,2.292157E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.560253E+01,4.552669E+01,0.000000E+00,1.085659E+03,0.000000E+00,8.949290E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.559246E+01,4.568940E+01,0.000000E+00,1.207344E+03,0.000000E+00,9.946048E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.559844E+01,4.539839E+01,0.000000E+00,2.703555E+03,0.000000E+00,2.227405E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.559703E+01,4.556876E+01,0.000000E+00,2.378197E+03,0.000000E+00,1.962081E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.558579E+01,4.564388E+01
21:00:00,0.000000E+00,1.007227E+03,0.000000E+00,8.225352E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599775E+01,4.543150E+01,0.000000E+00,2.354747E+03,0.000000E+00,1.922999E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599754E+01,4.535309E+01,0.000000E+00,9.318586E+02,0.000000E+00,7.609990E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599756E+01,4.552356E+01,0.000000E+00,1.018923E+03,0.000000E+00,8.320841E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599778E+01,4.540357E+01,0.000000E+00,2.320896E+03,0.000000E+00,1.895345E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599760E+01,4.543884E+01,0.000000E+00,2.022304E+03,0.000000E+00,1.651480E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599776E+01,4.563779E+01
22:00:00,0.000000E+00,8.211239E+02,0.000000E+00,6.706202E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599662E+01,4.705161E+01,0.000000E+00,1.932391E+03,0.000000E+00,1.578260E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599619E+01,4.689335E+01,0.000000E+00,7.660397E+02,0.000000E+00,6.256558E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599617E+01,4.707324E+01,0.000000E+00,8.248481E+02,0.000000E+00,6.736676E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599652E+01,4.700279E+01,0.000000E+00,1.901921E+03,0.000000E+00,1.553376E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599617E+01,4.697413E+01,0.000000E+00,1.647264E+03,0.000000E+00,1.345336E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599663E+01,4.727661E+01
23:00:00,0.000000E+00,5.890362E+02,0.000000E+00,4.810893E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599619E+01,4.919804E+01,0.000000E+00,1.439469E+03,0.000000E+00,1.175723E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599566E+01,4.885394E+01,0.000000E+00,5.671308E+02,0.000000E+00,4.632195E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599564E+01,4.906846E+01,0.000000E+00,5.887403E+02,0.000000E+00,4.808496E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599614E+01,4.914774E+01,0.000000E+00,1.406104E+03,0.000000E+00,1.148471E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599567E+01,4.896158E+01,0.000000E+00,1.167158E+03,0.000000E+00,9.532632E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599620E+01,4.948685E+01
24:00:00,0.000000E+00,5.422101E+02,0.000000E+00,4.428389E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599634E+01,4.788439E+01,0.000000E+00,1.357604E+03,0.000000E+00,1.108851E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599573E+01,4.738433E+01,0.000000E+00,5.383507E+02,0.000000E+00,4.397095E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599572E+01,4.762026E+01,0.000000E+00,5.377961E+02,0.000000E+00,4.392341E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599633E+01,4.784762E+01,0.000000E+00,1.323893E+03,0.000000E+00,1.081313E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599578E+01,4.751472E+01,0.000000E+00,1.081461E+03,0.000000E+00,8.832584E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.599638E+01,4.822623E+01
Peak,0.000000E+00,3.394847E+03,0.000000E+00,3.328260E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,0.000000E+00,6.668303E+03,0.000000E+00,6.538218E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,0.000000E+00,2.618961E+03,0.000000E+00,2.567978E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,0.000000E+00,3.582039E+03,0.000000E+00,3.511768E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,0.000000E+00,6.923295E+03,0.000000E+00,6.788281E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,,0.000000E+00,6.778134E+03,0.000000E+00,6.645418E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,,,,

Peak Vol Flow (m3/s),,,0.000000E+00,2.783370E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,0.000000E+00,5.467806E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,0.000000E+00,2.147558E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,0.000000E+00,2.936835E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,0.000000E+00,5.676929E-01,,,0.000000E+00,0.000000E+00,,,,,,,,,,,0.000000E+00,5.557456E-01,,,0.000000E+00,0.000000E+00,,,,,,,,
